Well,Sample,Target,Name,Replicate,Cq,Eff,ok_amp,note
J06,39,WRKY29,24hpi-WT,1,27.79,1.8097393715996093,TRUE,ok
J10,39,WRKY29,24hpi-WT,2,27.85,2.004765258512623,TRUE,ok
J15,39,WRKY29,24hpi-WT,3,28.37,1.9332521755193335,TRUE,ok
K06,40,FRK1,24hpi-tagG,1,25.43,2.2341551214035396,TRUE,ok
K10,40,FRK1,24hpi-tagG,2,24.96,2.016225330209548,TRUE,ok
K15,40,FRK1,24hpi-tagG,3,25.05,2.032365024447049,TRUE,ok
K20,40,PP2A,24hpi-tagG,1,25.4,2.1788753236037963,TRUE,ok
L20,40,PP2A,24hpi-tagG,2,25.8,2.0880486902456834,TRUE,ok
L21,40,PP2A,24hpi-tagG,3,26.3,1.992136998740317,TRUE,ok
L06,40,WRKY29,24hpi-tagG,1,27.06,1.975906332578611,TRUE,ok
L10,40,WRKY29,24hpi-tagG,2,28.26,1.9319659884951959,TRUE,ok
L15,40,WRKY29,24hpi-tagG,3,27.97,2.040809356630254,TRUE,ok
M06,41,FRK1,48hpi-Mock,1,25.93,1.982395005867396,TRUE,ok
M10,41,FRK1,48hpi-Mock,2,25.08,2.0157015584972897,TRUE,ok
M15,41,FRK1,48hpi-Mock,3,25.64,1.97854691367085,TRUE,ok
M20,41,PP2A,48hpi-Mock,1,25.41,1.9336640646322287,TRUE,ok
N20,41,PP2A,48hpi-Mock,2,25.7,1.9887839821062516,TRUE,ok
N21,41,PP2A,48hpi-Mock,3,26,1.9656769605299813,TRUE,ok
N06,41,WRKY29,48hpi-Mock,1,27.09,1.9357385855020894,TRUE,ok
N10,41,WRKY29,48hpi-Mock,2,27.22,1.9806880351087994,TRUE,ok
N15,41,WRKY29,48hpi-Mock,3,27.42,1.988722220543236,TRUE,ok
O06,42,FRK1,48hpi-rmlC,1,24.96,1.9767749747412104,TRUE,ok
O10,42,FRK1,48hpi-rmlC,2,23.74,1.9203904747767067,TRUE,ok
O15,42,FRK1,48hpi-rmlC,3,24.36,1.9702804688674336,TRUE,ok
O20,42,PP2A,48hpi-rmlC,1,24.58,1.9418769624097942,TRUE,ok
P20,42,PP2A,48hpi-rmlC,2,24.75,1.962270836137033,TRUE,ok
P21,42,PP2A,48hpi-rmlC,3,25.47,1.9653850429180024,TRUE,ok
P06,42,WRKY29,48hpi-rmlC,1,26.73,1.9366026700220722,TRUE,ok
P10,42,WRKY29,48hpi-rmlC,2,27.39,1.9071609213944667,TRUE,ok
P15,42,WRKY29,48hpi-rmlC,3,27.23,1.9122477677446055,TRUE,ok
B22,43,FRK1,48hpi-wfgD,1,27.13,2.0994154389098614,TRUE,ok
B23,43,FRK1,48hpi-wfgD,2,25.17,2.2069542111832514,TRUE,ok
B24,43,FRK1,48hpi-wfgD,3,26.74,2.0937879475045205,TRUE,ok
F22,43,PP2A,48hpi-wfgD,1,26.62,1.9488694356594836,TRUE,ok
F23,43,PP2A,48hpi-wfgD,2,26.92,1.9686788222574063,TRUE,ok
F24,43,PP2A,48hpi-wfgD,3,24.54,2.1894961647619584,TRUE,ok
D22,43,WRKY29,48hpi-wfgD,1,28.16,1.928400180786639,TRUE,ok
D23,43,WRKY29,48hpi-wfgD,2,27.63,1.9930997823230765,TRUE,ok
D24,43,WRKY29,48hpi-wfgD,3,27.77,1.9614297618801975,TRUE,ok
H22,44,FRK1,72hpi-OBC,1,25.65,2.100027376085148,TRUE,ok
H23,44,FRK1,72hpi-OBC,2,26.28,1.9243656601245076,TRUE,ok
H24,44,FRK1,72hpi-OBC,3,26.63,1.9144070029651576,TRUE,ok
L22,44,PP2A,72hpi-OBC,1,25.81,2.0464673759766705,TRUE,ok
L23,44,PP2A,72hpi-OBC,2,26.21,2.0152334189424,TRUE,ok
L24,44,PP2A,72hpi-OBC,3,26.18,1.9575570558938227,TRUE,ok
J22,44,WRKY29,72hpi-OBC,1,26.46,1.9310094776651823,TRUE,ok
J23,44,WRKY29,72hpi-OBC,2,27.55,1.893061485784702,TRUE,ok
J24,44,WRKY29,72hpi-OBC,3,26.74,2.0208782112897175,TRUE,ok
N24,NCT,FRK1,NA,1,31.14,1.9154607085649762,TRUE,ok
P22,NCT,FRK1,NA,2,31.68,1.9296999062649693,TRUE,ok
N22,NCT,PP2A,NA,1,30.36,1.9871553297379885,TRUE,ok
N23,NCT,PP2A,NA,2,30.05,1.9357669953502623,TRUE,ok
P23,NCT,WRKY29,NA,1,31.11,1.9034948289474913,TRUE,ok
P24,NCT,WRKY29,NA,2,30.03,1.9127852133088183,TRUE,ok
